压抑,constrain or repress one's emotions; inhibition; repressive,yā yì,[sound:压抑.mp3]
扒,dig up; pull down; take off,bā,[sound:扒.mp3]
场面,scene; occasion,chǎng miàn,[sound:场面.mp3]
嘲笑,jeer; mock; scoff,cháo xiào,[sound:嘲笑.mp3]
信念,faith; belief; conviction,xìn niàn,[sound:信念.mp3]
祖国,homeland; motherland; fatherland,zǔ guó,[sound:祖国.mp3]
纯粹,purely; pure,chún cuì,[sound:纯粹.mp3]
修复,restoration; repair,xiū fù,[sound:修复.mp3]
栋,roof beam; (mw for buildings),dòng,[sound:栋.mp3]
释放,release; set free; liberate (a prisoner),shì fàng,[sound:释放.mp3]
截止,end; close; stop; expiration,jié zhǐ,[sound:截止.mp3]
弹性,flexibility; elasticity,tán xìng,[sound:弹性.mp3]
可恶,hateful; abominable; repulsive,kě wù,[sound:可恶.mp3]
忧郁,melancholy; dejected,yōu yù,[sound:忧郁.mp3]
搅拌,stir; mix up,jiǎo bàn,[sound:搅拌.mp3]
空虚,hollow; emptiness; meaningless,kōng xū,[sound:空虚.mp3]
混乱,confusion; chaotic,hùn luàn,[sound:混乱.mp3]
书记,secretary; clerk,shū ji,[sound:书记.mp3]
砖,brick,zhuān,[sound:砖.mp3]
发行,publish; to issue; distribute,fā xíng,[sound:发行.mp3]
奔波,rush about; be busy running about,bēn bō,[sound:奔波.mp3]
监督,control; monitor; supervise; inspect,jiān dū,[sound:监督.mp3]
解放,liberate,jiě fàng,[sound:解放.mp3]
迈,to step; stride,mài,[sound:迈.mp3]
不可思议,unimaginable; inconceivable,bù kě sī yì,[sound:不可思议.mp3]
痕迹,vestige; trace,hén jì,[sound:痕迹.mp3]
珍珠,pearl,zhēn zhū,[sound:珍珠.mp3]
倾听,listen attentively; heed (other people's opinions),qīng tīng,[sound:倾听.mp3]
自卑,feel inferior; be self-abased,zì bēi,[sound:自卑.mp3]
优先,priority; preferential,yōu xiān,[sound:优先.mp3]
不妨,there is no harm in; might as well,bù fáng,[sound:不妨.mp3]
浑身,entire body; from head to foot,hún shēn,[sound:浑身.mp3]
居民,resident; inhabitant,jū mín,[sound:居民.mp3]
钻石,diamond,zuàn shí,[sound:钻石.mp3]
指标,target; norm; index; indicator,zhǐ biāo,[sound:指标.mp3]
是非,right and wrong; truth and fiction; quarrel,shì fēi,[sound:是非.mp3]
鉴定,appraise; identify; evaluate,jiàn dìng,[sound:鉴定.mp3]
武器,weapon; arms,wǔ qì,[sound:武器.mp3]
气象,meteorology; atmosphere; phenomenon,qì xiàng,[sound:气象.mp3]
辐射,radiation,fú shè,[sound:辐射.mp3]
预期,expect; expected; anticipate,yù qī,[sound:预期.mp3]
愚蠢,silly; stupid,yú chǔn,[sound:愚蠢.mp3]
模样,appearance; form; approximation,mú yàng,[sound:模样.mp3]
动手,get to work; to touch; strike a blow,dòng shǒu,[sound:动手.mp3]
打架,to fight; scuffle; to come to blows,dǎ jià,[sound:打架.mp3]
运行,movement; be in motion; run,yùn xíng,[sound:运行.mp3]
异常,exceptional; abnormal,yì cháng,[sound:异常.mp3]
前提,premise; precondition,qián tí,[sound:前提.mp3]
蹦,jump; bounce; hop,bèng,[sound:蹦.mp3]
辉煌,splendid; glorious,huī huáng,[sound:辉煌.mp3]
勉强,reluctantly; grudgingly; force sb. to do sth.,miǎn qiǎng,[sound:勉强.mp3]
伴侣,companion; partner; mate,bàn lǚ,[sound:伴侣.mp3]
部位,position; place,bù wèi,[sound:部位.mp3]
嘴唇,lip,zuǐ chún,[sound:嘴唇.mp3]
将军,a general (military officer),jiāng jūn,[sound:将军.mp3]
征服,conquer; subdue,zhēng fú,[sound:征服.mp3]
负担,to (bear a) burden; carry; a load,fù dān,[sound:负担.mp3]
资产,property; assets,zī chǎn,[sound:资产.mp3]
酒精,alcohol; ethanol,jiǔ jīng,[sound:酒精.mp3]
美妙,beautiful (when describing a work of art); wonderful; splendid,měi miào,[sound:美妙.mp3]
舌头,tongue,shé tou,[sound:舌头.mp3]
延续,continue; last longer,yán xù,[sound:延续.mp3]
指望,hope for; count on; hope,zhǐ wàng,[sound:指望.mp3]
揉,knead; to massage; to rub,róu,[sound:揉.mp3]
实惠,substantial material benefit; advantageous (deal),shí huì,[sound:实惠.mp3]
拽,drag; haul,zhuài,[sound:拽.mp3]
掐,pick (flowers); pinch; clutch,qiā,[sound:掐.mp3]
旋律,melody; tune; rhythm,xuán lǜ,[sound:旋律.mp3]
正宗,"authentic, orthodox; old school",zhèng zōng,[sound:正宗.mp3]
垄断,monopoly,lǒng duàn,[sound:垄断.mp3]
调节,adjust; regulate; reconcile,tiáo jié,[sound:调节.mp3]
着手,put one's hand to; commence,zhuó shǒu,[sound:着手.mp3]
束,"to tie; to bind; restrain; (mw for bunches, bundles, bouquets, etc.)",shù,[sound:束.mp3]
愈,recover; heal; the more ... the more,yù,[sound:愈.mp3]
区域,area; region; district,qū yù,[sound:区域.mp3]
开展,begin to develop; to launch,kāi zhǎn,[sound:开展.mp3]
终点,the end; end point; destination; finish line (in a race),zhōng diǎn,[sound:终点.mp3]
孔,hole,kǒng,[sound:孔.mp3]
卡通,cartoon,kǎ tōng,[sound:卡通.mp3]
蛋白质,protein,dàn bái zhì,[sound:蛋白质.mp3]
宰,slaughter; butcher; govern; rule; imperial official in dynastic China,zǎi,[sound:宰.mp3]
放大,enlarge; amplify,fàng dà,[sound:放大.mp3]
掩饰,conceal a fault; gloss over,yǎn shì,[sound:掩饰.mp3]
夫妇,married couple; husband and wife,fū fù,[sound:夫妇.mp3]
投诉,make a complaint; appeal to a court,tóu sù,[sound:投诉.mp3]
橙,"orange (color); orange (fruit, tree)",chéng,[sound:橙.mp3]
摊,to spread out; vendor's stand; booth; fry; (mw for puddles),tān,[sound:摊.mp3]
障碍,barrier; obstacle,zhàng ài,[sound:障碍.mp3]
晃,to sway; to shake,huàng,[sound:晃.mp3]
无辜,innocent,wú gū,[sound:无辜.mp3]
皇帝,emperor,huáng dì,[sound:皇帝.mp3]
攻击,to attack; accuse; to charge,gōng jī,[sound:攻击.mp3]
麻木,numb,má mù,[sound:麻木.mp3]
注重,pay attention; emphasize; put stress on,zhù zhòng,[sound:注重.mp3]
导航,navigation,dǎo háng,[sound:导航.mp3]
摆脱,break away; free oneself from; cast off,bǎi tuō,[sound:摆脱.mp3]
魔鬼,devil; demon; monster,mó guǐ,[sound:魔鬼.mp3]
奉献,consecrate; dedicate; devote,fèng xiàn,[sound:奉献.mp3]
从容,leisurely; calm,cóng róng,[sound:从容.mp3]
消耗,use up; consume,xiāo hào,[sound:消耗.mp3]
劈,split in two; to divide,pī,[sound:劈.mp3]
沉淀,to precipitate (solid sediment out of a solution); to settle,chén diàn,[sound:沉淀.mp3]
惊讶,surprised; astonished; astound,jīng yà,[sound:惊讶.mp3]
繁华,flourishing; bustling; prosperous,fán huá,[sound:繁华.mp3]
协会,an association; a society,xié huì,[sound:协会.mp3]
不愧,be worthy of; deserve to be called; prove oneself to be,bú kuì,[sound:不愧.mp3]
堕落,morally degenerate; become depraved,duò luò,[sound:堕落.mp3]
暴露,expose; reveal; lay bare,bào lù,[sound:暴露.mp3]
试图,to try; to attempt,shì tú,[sound:试图.mp3]
忠诚,honest; loyalty; devoted,zhōng chéng,[sound:忠诚.mp3]
证实,confirm; verify,zhèng shí,[sound:证实.mp3]
一如既往,just as in the past (idiom); as before; continuing as always,yì rú jì wǎng,[sound:一如既往.mp3]
极限,limit; extreme boundary,jí xiàn,[sound:极限.mp3]
过瘾,satisfy a craving; get a kick out of sth; do to one's heart's content,guò yǐn,[sound:过瘾.mp3]
关怀,care; solicitude; show care for; concerned about; attentive to,guān huái,[sound:关怀.mp3]
光荣,glory; honor,guāng róng,[sound:光荣.mp3]
定义,definition,dìng yì,[sound:定义.mp3]
逢,to meet; come upon,féng,[sound:逢.mp3]
容忍,put up with; tolerate; condone,róng rěn,[sound:容忍.mp3]
回顾,look back; to review,huí gù,[sound:回顾.mp3]
报警,report (an incident) to the police,bào jǐng,[sound:报警.mp3]
奔驰,run quickly; speed; Mercedes-Benz (German vehicle manufacturer),bēn chí,[sound:奔驰.mp3]
消灭,eliminate; perish; wipe out,xiāo miè,[sound:消灭.mp3]
达成,to reach (an agreement); achieve,dá chéng,[sound:达成.mp3]
正义,justice; righteous,zhèng yì,[sound:正义.mp3]
舔,to lick,tiǎn,[sound:舔.mp3]
特意,specially for; with the special intention of,tè yì,[sound:特意.mp3]
反思,think back over something that happened; to reflect; introspection,fǎn sī,[sound:反思.mp3]
行政,administration; administrative,xíng zhèng,[sound:行政.mp3]
别墅,villa,bié shù,[sound:别墅.mp3]
茫茫,boundless; vast and obscure,máng máng,[sound:茫茫.mp3]
割,to cut (apart/off),gē,[sound:割.mp3]
妥协,to compromise; reach terms,tuǒ xié,[sound:妥协.mp3]
盲目,blindness; aimless,máng mù,[sound:盲目.mp3]
散发,distribute; emit,sàn fā,[sound:散发.mp3]
丢人,lose face; be disgraced,diū rén,[sound:丢人.mp3]
泡沫,foam; (soap bubble); (economic) bubble,pào mò,[sound:泡沫.mp3]
差别,difference; disparity,chā bié,[sound:差别.mp3]
奇妙,wonderful; fantastic,qí miào,[sound:奇妙.mp3]
访问,to visit; call on; to interview,fǎng wèn,[sound:访问.mp3]
体系,system; setup,tǐ xì,[sound:体系.mp3]
选举,elect; election,xuǎn jǔ,[sound:选举.mp3]
慈善,philanthropic; benevolent; charitable,cí shàn,[sound:慈善.mp3]
溜,slip away; to skate; to glide,liū,[sound:溜.mp3]
货币,currency; money,huò bì,[sound:货币.mp3]
转移,to shift; divert; migrate,zhuǎn yí,[sound:转移.mp3]
夫人,lady; madam; Mrs.; wife,fū rén,[sound:夫人.mp3]
团结,unite; hold a rally; join forces,tuán jié,[sound:团结.mp3]
现状,current situation; status quo,xiàn zhuàng,[sound:现状.mp3]
惩罚,penalty; punishment; to punish; to penalize,chéng fá,[sound:惩罚.mp3]
姿态,attitude; posture; stance,zī tài,[sound:姿态.mp3]
清理,cleanup; put in order; check up,qīng lǐ,[sound:清理.mp3]
扁,flat,biǎn,[sound:扁.mp3]
时常,time and again; often; frequently,shí cháng,[sound:时常.mp3]
足以,sufficient to ...; so much so that; sufficiently,zú yǐ,[sound:足以.mp3]
体谅,empathize; express sympathy; allow (for something),tǐ liàng,[sound:体谅.mp3]
分裂,split up; to divide; separate,fēn liè,[sound:分裂.mp3]
种子,seed,zhǒng zi,[sound:种子.mp3]
立体,solid; three dimensional,lì tǐ,[sound:立体.mp3]
坠,fall; drop,zhuì,[sound:坠.mp3]
纤维,fiber,xiān wéi,[sound:纤维.mp3]
联盟,alliance; union; coalition,lián méng,[sound:联盟.mp3]
品尝,try; taste a small amount; to sample,pǐn cháng,[sound:品尝.mp3]
霸道,"overbearing; despotic hegemony; rule by force; (of liquor, medicine, etc.) strong",bà dào,[sound:霸道.mp3]
沐浴,take a bath; revel; immerse,mù yù,[sound:沐浴.mp3]
极端,extreme,jí duān,[sound:极端.mp3]
就业,employment; getting a job,jiù yè,[sound:就业.mp3]
选手,athlete; contestant; player,xuǎn shǒu,[sound:选手.mp3]
之际,during; at the time of; the time when something happens,zhī jì,[sound:之际.mp3]
场合,occasion; situation,chǎng hé,[sound:场合.mp3]
懒惰,lazy; idle,lǎn duò,[sound:懒惰.mp3]
冲突,conflict; clash,chōng tū,[sound:冲突.mp3]
激励,urge; encourage; motivation,jī lì,[sound:激励.mp3]
风光,a natural scenic view; sight,fēng guāng,[sound:风光.mp3]
报复,retaliate; revenge,bào fu,[sound:报复.mp3]
得罪,offend; a faux pas,dé zuì,[sound:得罪.mp3]
策划,plot; scheme; bring about,cè huà,[sound:策划.mp3]
看待,look upon; regard,kàn dài,[sound:看待.mp3]
徘徊,pace back and forth; hesitate; waver,pái huái,[sound:徘徊.mp3]
发财,get rich,fā cái,[sound:发财.mp3]
以往,in the past; formerly,yǐ wǎng,[sound:以往.mp3]
动态,development; trend; dynamic state,dòng tài,[sound:动态.mp3]
石油,oil; petroleum,shí yóu,[sound:石油.mp3]
犹如,just as; similar to; appearing to be,yóu rú,[sound:犹如.mp3]
筛选,to filter; to sift,shāi xuǎn,[sound:筛选.mp3]
协议,agreement; pact; protocol,xié yì,[sound:协议.mp3]
伴随,accompany; go with; follow,bàn suí,[sound:伴随.mp3]
厌恶,loathe; to hate; detest,yàn wù,[sound:厌恶.mp3]
任意,arbitrarily; at will; at random,rèn yì,[sound:任意.mp3]
浸泡,to soak,jìn pào,[sound:浸泡.mp3]
公告,post; announcement,gōng gào,[sound:公告.mp3]
清除,eliminate; get rid of,qīng chú,[sound:清除.mp3]
焦点,focus; focal point,jiāo diǎn,[sound:焦点.mp3]
失踪,be missing; be unaccounted for,shī zōng,[sound:失踪.mp3]
枝,"branch; twig; (mw for sticks, rods, pencils)",zhī,[sound:枝.mp3]
基地,base (of operations),jī dì,[sound:基地.mp3]
掰,break with both hands,bāi,[sound:掰.mp3]
君子,gentleman; man of noble character,jūn zǐ,[sound:君子.mp3]
季度,(financial) quarter; period of three months,jì dù,[sound:季度.mp3]
一向,all along; the whole time; constantly; always,yí xiàng,[sound:一向.mp3]
抵制,resistance; refusal (to cooperate); boycott,dǐ zhì,[sound:抵制.mp3]
采购,make purchases for an organization; go shopping,cǎi gòu,[sound:采购.mp3]
股份,a share (in a company) stock,gǔ fèn,[sound:股份.mp3]
抗议,to protest; protest,kàng yì,[sound:抗议.mp3]
案件,legal case; judicial case,àn jiàn,[sound:案件.mp3]
隔离,insulate; separate; isolate,gé lí,[sound:隔离.mp3]
魔术,magic,mó shù,[sound:魔术.mp3]
馋,gluttonous; greedy,chán,[sound:馋.mp3]
拜访,pay a visit; call on,bài fǎng,[sound:拜访.mp3]
高峰,peak; summit; apex,gāo fēng,[sound:高峰.mp3]
级别,rank; level; grade,jí bié,[sound:级别.mp3]
活该,serve sb. right; deservedly; ought,huó gāi,[sound:活该.mp3]
家属,family member; a dependent,jiā shǔ,[sound:家属.mp3]
覆盖,to cover,fù gài,[sound:覆盖.mp3]
品种,breed; variety,pǐn zhǒng,[sound:品种.mp3]
潜力,potential; capacity,qián lì,[sound:潜力.mp3]
探索,explore; quest,tàn suǒ,[sound:探索.mp3]
渠道,irrigation ditch; medium or channel of communication,qú dào,[sound:渠道.mp3]
弥补,make up for a deficiency; remedy; offset,mí bǔ,[sound:弥补.mp3]
拾,pick up; ten (banker's anti-fraud numeral),shí,[sound:拾.mp3]
误解,misunderstand; misread,wù jiě,[sound:误解.mp3]
玩意儿,thing; toy; gadget,wán yì r,[sound:玩意儿.mp3]
欣慰,be gratified; satisfied,xīn wèi,[sound:欣慰.mp3]
旋转,to whirl; to spin; rotate,xuán zhuǎn,[sound:旋转.mp3]
温和,moderate; warm; (-huo: lukewarm),wēn hé,[sound:温和.mp3]
热门,in demand; popular; in vogue,rè mén,[sound:热门.mp3]
清澈,clear; limpid,qīng chè,[sound:清澈.mp3]
农历,agricultural calendar; lunar calendar,nóng lì,[sound:农历.mp3]
认定,maintain (that sth. is true); firmly believe,rèn dìng,[sound:认定.mp3]
财务,financial affairs,cái wù,[sound:财务.mp3]
毁灭,perish; ruin; destroy,huǐ miè,[sound:毁灭.mp3]
高潮,high tide; upsurge; climax; chorus (of a song),gāo cháo,[sound:高潮.mp3]
夕阳,setting sun,xī yáng,[sound:夕阳.mp3]
彩票,lottery; lottery ticket,cǎi piào,[sound:彩票.mp3]
领袖,leader,lǐng xiù,[sound:领袖.mp3]
层次,level; rank order; standing; layer,céng cì,[sound:层次.mp3]
持久,duration; enduring; lasting; persistent,chí jiǔ,[sound:持久.mp3]
保重,take care (of oneself),bǎo zhòng,[sound:保重.mp3]
发誓,to vow; to pledge; swear,fā shì,[sound:发誓.mp3]
呼吁,call on (someone to do something); appeal,hū yù,[sound:呼吁.mp3]
航空,aviation,háng kōng,[sound:航空.mp3]
适宜,suitable for; appropriate for,shì yí,[sound:适宜.mp3]
涉及,involve; relate to; to touch upon (a topic),shè jí,[sound:涉及.mp3]
涂抹,scribble; smear; doodle,tú mǒ,[sound:涂抹.mp3]
认可,approve; accept; ratify,rèn kě,[sound:认可.mp3]
机械,machine; mechanical,jī xiè,[sound:机械.mp3]
代理,acting (temporarily filling a position); agent,dài lǐ,[sound:代理.mp3]
立场,position; standpoint,lì chǎng,[sound:立场.mp3]
正经,decent; serious; standard; really,zhèng jing,[sound:正经.mp3]
精心,with utmost care; meticulous; detailed,jīng xīn,[sound:精心.mp3]
摇滚,rock and roll,yáo gǔn,[sound:摇滚.mp3]
融化,melt; thaw; dissolve; blend into,róng huà,[sound:融化.mp3]
挥霍,squander money without restraint; squander,huī huò,[sound:挥霍.mp3]
言论,expression of (political) opinion; speech,yán lùn,[sound:言论.mp3]
当场,at the scene; on the spot,dāng chǎng,[sound:当场.mp3]
跟随,follow; followed,gēn suí,[sound:跟随.mp3]
颤抖,tremble; to shiver; to shake,chàn dǒu,[sound:颤抖.mp3]
先进,advanced (technology); to advance,xiān jìn,[sound:先进.mp3]
若干,a certain number or amount; how many; how much,ruò gān,[sound:若干.mp3]
臂,arm,bì,[sound:臂.mp3]
修养,accomplishment; self-cultivation,xiū yǎng,[sound:修养.mp3]
光芒,rays of light; brilliant rays; radiance,guāng máng,[sound:光芒.mp3]
发育,develop; growth,fā yù,[sound:发育.mp3]
蜡烛,candle,là zhú,[sound:蜡烛.mp3]
策略,tactics; plot,cè lüè,[sound:策略.mp3]
留恋,be reluctant to leave,liú liàn,[sound:留恋.mp3]
抢劫,rob; looting,qiǎng jié,[sound:抢劫.mp3]
扮演,play the part of; act,bàn yǎn,[sound:扮演.mp3]
挽回,reverse or salvage (a situation); redeem; retrieve,wǎn huí,[sound:挽回.mp3]
含义,implied meaning; connotation,hán yì,[sound:含义.mp3]
领先,leadership; to lead; be in front,lǐng xiān,[sound:领先.mp3]
委员,committee member; committee; council,wěi yuán,[sound:委员.mp3]
骚扰,harass; disturb; molest; cause a commotion,sāo rǎo,[sound:骚扰.mp3]
攒,save; hoard,zǎn,[sound:攒.mp3]
唠叨,be talkative (especially about trivial matters); be garrulous; prattle,láo dao,[sound:唠叨.mp3]
生态,way of life; ecology,shēng tài,[sound:生态.mp3]
棉花,cotton,mián hua,[sound:棉花.mp3]
颇,rather; quite; inclined to one side,pō,[sound:颇.mp3]
倔强,stubborn; unbending,jué jiàng,[sound:倔强.mp3]
财政,public finances; financial,cái zhèng,[sound:财政.mp3]
性能,function; performance,xìng néng,[sound:性能.mp3]
空白,blank space; blank,kòng bái,[sound:空白.mp3]
外界,the outside world; external,wài jiè,[sound:外界.mp3]
实行,to implement; put into practice; carry out,shí xíng,[sound:实行.mp3]
声明,statement; declare; proclaim,shēng míng,[sound:声明.mp3]
指责,to censure; criticize; find fault with,zhǐ zé,[sound:指责.mp3]
频繁,frequently; often,pín fán,[sound:频繁.mp3]
时机,opportune time; opportunity,shí jī,[sound:时机.mp3]
开朗,outgoing and cheerful; optimistic; carefree; spacious and well-lit,kāi lǎng,[sound:开朗.mp3]
标题,title; header; headline; caption,biāo tí,[sound:标题.mp3]
意志,will; willpower; determination,yì zhì,[sound:意志.mp3]
冲击,attack; impact; a shock,chōng jī,[sound:冲击.mp3]
抵达,arrive; to reach (a destination); touch down,dǐ dá,[sound:抵达.mp3]
口腔,space inside mouth (oral cavity),kǒu qiāng,[sound:口腔.mp3]
失误,mistake; lapse; miss,shī wù,[sound:失误.mp3]
视线,line of sight; view line,shì xiàn,[sound:视线.mp3]
万分,very much; extremely,wàn fēn,[sound:万分.mp3]
隆重,grand; prosperous; ceremonious,lóng zhòng,[sound:隆重.mp3]
分泌,secrete,fēn mì,[sound:分泌.mp3]
对付,to handle; deal with,duì fu,[sound:对付.mp3]
溪,creek,xī,[sound:溪.mp3]
截至,up until; by (a specified time,jié zhì,[sound:截至.mp3]
鼻涕,nasal mucus; snivel,bí tì,[sound:鼻涕.mp3]
眯,to squint; to take a nap,mī,[sound:眯.mp3]
福气,good fortune,fú qì,[sound:福气.mp3]
照样,as before; (same) as usual,zhào yàng,[sound:照样.mp3]
充足,adequate; sufficient; abundant,chōng zú,[sound:充足.mp3]
缺陷,a defect; a flaw; disfigurement,quē xiàn,[sound:缺陷.mp3]
擅长,be good at; be expert in,shàn cháng,[sound:擅长.mp3]
分明,clear; distinct; evidently; clearly,fēn míng,[sound:分明.mp3]
职位,(professional) position,zhí wèi,[sound:职位.mp3]
终身,lifelong,zhōng shēn,[sound:终身.mp3]
同胞,compatriot; fellow countryman,tóng bāo,[sound:同胞.mp3]
淘汰,eliminate (in a competition); natural selection; die/phase out,táo tài,[sound:淘汰.mp3]
束缚,to bind; restrict; to tie,shù fù,[sound:束缚.mp3]
不禁,cannot help; can't refrain from,bù jīn,[sound:不禁.mp3]
定期,regularly; at regular intervals,dìng qī,[sound:定期.mp3]
脱离,to separate oneself from; to break away from; be divorced from; diastasis (medicine); abscission; abjunction (botany),tuō lí,[sound:脱离.mp3]
居住,reside; dwell; to live (in a place),jū zhù,[sound:居住.mp3]
癌症,cancer,ái zhèng,[sound:癌症.mp3]
磅,pound; weigh; scale,bàng,[sound:磅.mp3]
地步,condition; plight; extent,dì bù,[sound:地步.mp3]
壮观,"spectacular; grand (of buildings, monuments, scenery, etc.)",zhuàng guān,[sound:壮观.mp3]
寂静,quiet,jì jìng,[sound:寂静.mp3]
凡是,every; any; all; without exception,fán shì,[sound:凡是.mp3]
子弹,bullet; cartridge,zǐ dàn,[sound:子弹.mp3]
口气,tone of voice; manner of speaking,kǒu qì,[sound:口气.mp3]
不堪,cannot bear/stand; utterly,bù kān,[sound:不堪.mp3]
免疫,immune,miǎn yì,[sound:免疫.mp3]
携带,take with; portable,xié dài,[sound:携带.mp3]
非法,illegal,fēi fǎ,[sound:非法.mp3]
住宅,residence; tenement,zhù zhái,[sound:住宅.mp3]
飞翔,fly; hover,fēi xiáng,[sound:飞翔.mp3]
削,to pare/peel with a knife; to cut; to chop,xuē,[sound:削.mp3]
大不了,"at the worst; if worst comes to worst; serious, alarming",dà bu liǎo,[sound:大不了.mp3]
神仙,"fig. lighthearted person; Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun, etc.; supernatural being, celestial being, immortal; a person who has the power of clairvoyance or who is free from worldly cares",shén xiān,[sound:神仙.mp3]
风暴,storm; violent commotion,fēng bào,[sound:风暴.mp3]
凄凉,desolate; feel like no one likes you,qī liáng,[sound:凄凉.mp3]
视力,vision; eyesight,shì lì,[sound:视力.mp3]
岗位,a post; a job,gǎng wèi,[sound:岗位.mp3]
讨好,to flatter,tǎo hǎo,[sound:讨好.mp3]
绣,embroider; embroidery,xiù,[sound:绣.mp3]
手法,technique; trick; skill; tact,shǒu fǎ,[sound:手法.mp3]
倾向,trend; tendency; inclination,qīng xiàng,[sound:倾向.mp3]
暗示,drop a hint; suggest,àn shì,[sound:暗示.mp3]
一度,for a time; at one time; one time; once,yí dù,[sound:一度.mp3]
收益,earnings; profit,shōu yì,[sound:收益.mp3]
细菌,bacteria; virus; germ,xì jūn,[sound:细菌.mp3]
灾难,disaster; catastrophe,zāi nàn,[sound:灾难.mp3]
基因,gene,jī yīn,[sound:基因.mp3]
值班,be on duty; work a shift,zhí bān,[sound:值班.mp3]
排除,eliminate; get rid of; remove,pái chú,[sound:排除.mp3]
题材,subject matter,tí cái,[sound:题材.mp3]
增添,add to; increase,zēng tiān,[sound:增添.mp3]
环节,link; sector; segment (of annelid worms),huán jié,[sound:环节.mp3]
埋怨,complain; blame; connotes sb or sth is to blame,mán yuàn,[sound:埋怨.mp3]
协调,coordinate; harmonize,xié tiáo,[sound:协调.mp3]
侮辱,to insult; humiliate,wǔ rǔ,[sound:侮辱.mp3]
便利,convenient; easy; facilitate,biàn lì,[sound:便利.mp3]
新陈代谢,metabolism (bio); (saying) the new replaces the old,xīn chén dài xiè,[sound:新陈代谢.mp3]
布置,arrange; decorate; decoration,bù zhì,[sound:布置.mp3]
消防,fire-fighting; fire prevention and control,xiāo fáng,[sound:消防.mp3]
引导,to guide; to conduct; introduction,yǐn dǎo,[sound:引导.mp3]
争气,work hard for sth.; determined not to fall short,zhēng qì,[sound:争气.mp3]
拧,wring; to pinch,níng,[sound:拧.mp3]
新郎,bridegroom; groom,xīn láng,[sound:新郎.mp3]
信赖,trust; have confidence in; confide,xìn lài,[sound:信赖.mp3]
上瘾,become addicted; get into a habit,shàng yǐn,[sound:上瘾.mp3]
贵族,lord; nobility; nobleman; noblewoman,guì zú,[sound:贵族.mp3]
专题,special topic; questions; special matter or subject,zhuān tí,[sound:专题.mp3]
主管,"person in charge of (a position, etc.); preside over; Chief Operating Officer (COO)",zhǔ guǎn,[sound:主管.mp3]
皇后,an empress,huáng hòu,[sound:皇后.mp3]
深沉,deep; extreme; low pitched (sound); grave; of major importance,shēn chén,[sound:深沉.mp3]
智力,intelligence; intellect,zhì lì,[sound:智力.mp3]
司法,judicial; (administration of) justice,sī fǎ,[sound:司法.mp3]
将近,almost; nearly; close to,jiāng jìn,[sound:将近.mp3]
血压,blood pressure,xuè yā,[sound:血压.mp3]
确保,ensure; guarantee,què bǎo,[sound:确保.mp3]
不顾,in spite of; regardless of; to disregard,bú gù,[sound:不顾.mp3]
油腻,greasy or oily (food),yóu nì,[sound:油腻.mp3]
胸怀,think about; heart; one's bosom (the seat of emotions); breast; broad-minded and open,xiōng huái,[sound:胸怀.mp3]
为难,make things difficult for someone; embarrassed,wéi nán,[sound:为难.mp3]
警惕,vigilant; alert; be on guard,jǐng tì,[sound:警惕.mp3]
风味,local flavor; local style,fēng wèi,[sound:风味.mp3]
隐私,privacy; personal secret,yǐn sī,[sound:隐私.mp3]
贪婪,greedy; avaricious,tān lán,[sound:贪婪.mp3]
塌,collapse; fall down; crumple,tā,[sound:塌.mp3]
气势,imposing manner; look of great force or imposing manner,qì shì,[sound:气势.mp3]
剧本,script for a play; opera; movie; etc,jù běn,[sound:剧本.mp3]
专利,patent,zhuān lì,[sound:专利.mp3]
黄昏,dusk; evening; nightfall,huáng hūn,[sound:黄昏.mp3]
点缀,decorate; an ornament; beautify; embellish; be the finishing touch,diǎn zhuì,[sound:点缀.mp3]
宗教,religion,zōng jiào,[sound:宗教.mp3]
电源,electric power supply,diàn yuán,[sound:电源.mp3]
呼唤,call out (a name etc.); shout,hū huàn,[sound:呼唤.mp3]
搂,to hug; to embrace,lǒu,[sound:搂.mp3]
占据,occupy; hold; inhabit,zhàn jù,[sound:占据.mp3]
音响,"(Electronic) speakers; acoustics; sound field (i.e., in a room or theater)",yīn xiǎng,[sound:音响.mp3]
塑造,to shape; mould; figure,sù zào,[sound:塑造.mp3]
美满,happy; blissful,měi mǎn,[sound:美满.mp3]
斗争,to struggle; to fight for; to battle,dòu zhēng,[sound:斗争.mp3]
据悉,according to reports; it is reported (that),jù xī,[sound:据悉.mp3]
尸体,dead body; corpse; carcass,shī tǐ,[sound:尸体.mp3]
记性,memory,jì xing,[sound:记性.mp3]
排练,to rehearse,pái liàn,[sound:排练.mp3]
掩盖,conceal; cover up; hide behind,yǎng ài,[sound:掩盖.mp3]
调料,seasoning; flavoring,tiáo liào,[sound:调料.mp3]
原始,first; original; primitive,yuán shǐ,[sound:原始.mp3]
歧视,discriminate (against someone),qí shì,[sound:歧视.mp3]
自主,independent; to act for oneself; autonomous,zì zhǔ,[sound:自主.mp3]
内在,intrinsic; innate,nèi zài,[sound:内在.mp3]
丧失,to lose; to forfeit,sàng shī,[sound:丧失.mp3]
荣誉,honor; glory,róng yù,[sound:荣誉.mp3]
压岁钱,gifts of money given to children during the Spring Festival,yā suì qián,[sound:压岁钱.mp3]
警告,to warn; admonish,jǐng gào,[sound:警告.mp3]
